1894	1	956	3.4
1950	6	3737	3
2035	1	1399	6.9
2122	6	3465	4.6
2172	2	1449	5.7
2172	4	2853	7.6
2305	2	1952	1.8
2403	5	1631	6.5
2635	3	3070	0.5
2635	5	1357	1.3
2635	7	1708	7.6
2703	4	362	0.5
2760	1	3476	8.9
2822	3	3106	0.7
2832	7	1254	0.8
30	2	2227	6.6
30	4	1893	6.8
259	1	446	8.3
259	4	1016	8
317	3	750	9.4
841	2	243	0.3
882	4	4021	7
1223	2	3207	0.1
1223	7	509	1.5
1337	4	3204	0.3
1370	5	1016	1.1
1478	1	2767	9.2
1515	4	2313	8.3
1519	4	3687	2.8
1519	7	3392	4.7
1589	2	2126	1.6
1604	1	2593	9.1
1767	2	3806	4.8
1767	7	397	0.9
1790	5	3411	2.7
1971	2	219	1.7
1971	6	3340	5.9
2188	6	4094	0.6
2232	2	2132	7
2403	7	3267	9.5
2501	2	2271	5.4
2501	4	3823	1.5
2586	4	1225	5
2635	6	2061	1.8
2850	3	2419	0.4
259	2	1117	3.4
682	6	2796	7.1
743	2	825	0.8
837	3	3698	5.3
1125	3	780	8.2
1125	5	3491	2
1337	3	942	3
1515	2	395	9
1528	3	425	1.9
1528	6	2683	3
1560	3	3411	7.3
1705	7	1258	2.6
1744	5	22	7.2
1759	2	487	2.5
1810	3	766	6.6
1894	6	1744	8.8
1930	7	3716	0.7
1950	7	3242	7.8
2035	4	3326	0.1
2035	7	1730	1.8
2339	4	3956	1
2403	1	1212	2.1
2466	5	3010	4.7
2605	5	981	10
2635	1	1614	4.8
2832	2	3578	3
2877	3	2952	0.6
308	2	4046	0.8
317	4	3706	1.8
594	5	3971	5.7
706	1	4068	6.8
743	6	4014	0.9
837	6	300	0.5
841	7	1567	1.9
927	1	536	3.5
927	3	641	0.5
957	5	440	4.2
1153	5	2399	4.7
1445	7	2326	4.9
1498	4	1933	4.6
1950	5	2456	6.3
1971	1	668	8.4
1971	5	2422	7
2033	2	3250	1.4
2033	4	3260	8.7
2181	3	378	8.2
2305	1	3076	6.8
2425	1	2080	3.1
2494	1	2815	2
2586	2	2603	3.1
2683	1	1884	5.9
2873	5	2459	1.6
72	4	1286	4.9
395	2	3267	2.8
682	7	3634	3.2
744	3	1355	5.9
957	6	3773	3.5
1086	2	1950	8.1
1337	7	2522	3.2
1370	3	1945	2.2
1382	7	3817	5
1511	2	3762	1.5
1528	1	3600	4.8
1790	7	1545	8.3
1843	1	3230	4.4
1843	6	3252	5.6
2165	2	1277	7.1
2275	2	1808	8.8
2275	3	3628	3.2
2275	4	3967	7.6
2453	6	2483	6.2
2501	1	1468	9
2539	7	607	6
2586	6	401	8.4
2703	2	809	8.7
2706	4	2169	6.7
2767	3	1450	2.6
2832	3	3123	0.7
30	6	681	5.8
39	7	1526	0.7
275	2	3460	0.6
317	5	3078	7.6
597	1	1623	8.6
743	4	1715	5.7
1086	5	3837	3.7
1125	7	1965	1.2
1370	1	3690	3.2
1478	3	1001	3.3
1511	4	690	7.1
1528	4	2245	9.3
1529	1	1776	5.1
1529	6	2038	6.7
1589	5	797	4.6
1632	4	1120	0.4
1705	6	3098	4.6
1759	4	484	4.2
1767	6	3465	4.7
1771	6	3159	0.5
1971	4	1863	5.4
2339	7	4025	6.4
2403	3	1736	5.6
2425	4	1543	6.5
2703	5	1993	6.2
2822	7	2386	8.3
2873	7	3445	2.2
275	5	3624	3
564	7	2151	6.9
682	2	994	3.8
706	4	1385	3.6
706	5	3452	7.2
736	1	1694	2.9
806	3	2575	1.7
806	4	2925	6.3
1445	2	763	8.2
1528	2	3065	8.5
1601	7	997	0.5
1810	4	1339	5.6
2122	5	1918	1.7
2165	3	2945	8.8
2305	3	1834	0.2
2305	6	1145	9.8
2305	7	421	7.2
2344	5	1191	3.6
2466	4	599	6.4
2539	6	647	7.2
2873	1	2935	9.5
29	2	3482	8
308	7	3232	7.4
405	5	3793	4.7
706	6	1342	7.6
806	5	765	7.8
841	6	3324	0.2
1113	6	1036	8.5
1498	6	3111	5.5
1519	5	2620	3.3
1604	7	1462	5
1744	6	1793	6.2
1771	2	2092	7.1
1790	4	2855	9.5
1802	7	301	9.6
1810	1	3868	9
1843	5	3789	6.2
1894	3	2229	4.7
1991	7	1330	7.4
2232	1	3359	2.6
2501	3	685	6.7
2501	6	1750	9.4
2760	4	3022	0.7
2767	5	2219	5.2
2795	3	101	3.5
2795	4	1546	0.4
29	3	463	7.3
259	3	2789	3.6
317	1	1275	5.2
317	6	2160	9.2
594	6	3360	0.3
706	7	213	7.2
736	6	3809	6.4
837	2	2573	6.5
837	7	2341	6.1
1153	2	1926	2.6
1511	7	811	3.9
1515	7	3452	3.3
1802	1	1183	9.3
1802	3	3031	8.3
2344	4	1683	6.5
2453	1	1805	8.6
2494	6	721	3.2
2501	5	707	1.2
2605	3	4072	8.9
2635	4	2213	4.3
29	6	720	7.8
30	7	3022	8.6
39	1	3331	9.2
39	6	1033	3.3
308	3	3770	7.6
395	4	2878	1.6
395	7	1556	8
405	3	3419	6.9
594	3	2291	2.5
744	6	1703	9.9
882	6	2022	3.6
1086	3	1180	1
1153	3	2654	9.9
1370	4	895	2.5
1511	1	2543	2.6
1529	3	4011	6.1
1529	4	345	0.4
1560	1	2948	8.4
1632	7	3897	9.5
1705	1	457	5.7
1737	3	2948	8.2
1771	4	3359	5
1771	5	387	4.4
1802	4	2127	6.3
1810	6	3603	1
1894	4	1567	2.1
1930	3	1845	6.9
2122	1	477	5.2
2172	5	990	1.1
2181	7	469	0.9
2344	2	477	8.3
2344	6	3458	9.1
2403	4	420	1.1
2453	4	3455	8.1
2453	7	3678	9.8
2822	1	2630	1.2
259	5	657	2.8
275	3	2275	1.4
308	5	660	4.7
405	4	3498	6
736	3	111	8
744	7	3409	8.9
1153	1	3741	4.7
1337	6	1121	3.5
1382	5	3475	4.4
1478	6	3072	9.4
1515	5	3432	1.7
1529	2	65	0
1560	5	2865	7.7
1589	6	1361	1.6
1604	2	1237	3.5
1608	2	3937	6.1
1608	4	3112	3.6
1991	3	4079	2
2188	4	411	2.7
2188	7	85	5.1
2344	1	3436	9.2
2425	2	1102	5.5
2683	6	282	5.2
2703	6	216	1.4
2760	3	1348	4.9
2822	5	2012	2.3
